	A
	
	Cyclohexane.Sample.Raw.csv
10845.98698	0.04646
10869.56522	0.04376
10893.24619	0.04002
10917.03057	0.03484
10940.91904	0.02934
10964.91228	0.02337
10989.01099	0.01710
11013.21586	0.01098
11037.52759	0.005266
11061.9469	3.280E-4
11086.4745	-0.004040
11111.11111	-0.007558
11135.85746	-0.01056
11160.71429	-0.01343
11185.68233	-0.01542
11210.76233	-0.01720
11235.95506	-0.01911
11261.26126	-0.02051
11286.68172	-0.02181
11312.21719	-0.02302
11337.86848	-0.02411
11363.63636	-0.02500
11389.52164	-0.02582
11415.52511	-0.02634
11441.6476	-0.02704
11467.88991	-0.02717
11494.25287	-0.02781
11520.73733	-0.02806
11547.34411	-0.02812
11574.07407	-0.02873
11600.92807	-0.02854
11627.90698	-0.04844
11655.01166	-0.02838
11682.24299	-0.02905
11709.60187	-0.02794
11737.0892	-0.02894
11764.70588	-0.02882
11792.45283	-0.02898
11820.33097	-0.02884
11848.34123	-0.02845
11876.48456	-0.02887
11904.7619	-0.02919
11933.17422	-0.02888
11961.72249	-0.02870
11990.40767	-0.02961
12019.23077	-0.02865
12048.19277	-0.02879
12077.29469	-0.02895
12106.53753	-0.02934
12135.92233	-0.02878
12165.45012	-0.02941
12195.12195	-0.02913
12224.93888	-0.02951
12254.90196	-0.02937
12285.01229	-0.03008
12315.27094	-0.03007
12345.67901	-0.02989
12376.23762	-0.03073
12406.94789	-0.03028
12437.81095	-0.03061
12468.82793	-0.03060
12500	-0.03087
12531.32832	-0.03043
12562.81407	-0.03061
12594.45844	-0.03070
12626.26263	-0.03073
12658.22785	-0.03083
12690.35533	-0.03050
12722.64631	-0.03067
12755.10204	-0.03065
12787.72379	-0.03020
12820.51282	-0.02987
12853.47044	-0.03004
12886.59794	-0.02985
12919.89664	-0.02944
12953.36788	-0.02851
12987.01299	-0.02748
13020.83333	-0.02628
13054.83029	-0.02537
13089.00524	-0.02518
13123.35958	-0.02481
13157.89474	-0.02431
13192.61214	-0.02374
13227.51323	-0.02307
13262.59947	-0.02352
13297.87234	-0.02458
13333.33333	-0.02568
13368.98396	-0.02669
13404.82574	-0.02744
13440.86022	-0.02824
13477.08895	-0.02873
13513.51351	-0.02911
13550.1355	-0.02940
13586.95652	-0.02982
13623.9782	-0.02993
13661.20219	-0.03022
13698.63014	-0.03044
13736.26374	-0.03049
13774.10468	-0.03065
13812.1547	-0.03045
13850.41551	-0.03073
13888.88889	-0.03080
13927.5766	-0.03097
13966.48045	-0.03100
14005.60224	-0.03078
14044.94382	-0.03091
14084.50704	-0.03078
14124.29379	-0.03081
14164.30595	-0.03079
14204.54545	-0.03091
14245.01425	-0.03080
14285.71429	-0.03077
14326.64756	-0.03072
14367.81609	-0.03069
14409.2219	-0.03084
14450.86705	-0.03128
14492.75362	-0.03113
14534.88372	-0.03099
14577.25948	-0.03082
14619.88304	-0.03072
14662.7566	-0.03086
14705.88235	-0.03093
14749.26254	-0.03091
14792.89941	-0.03087
14836.79525	-0.03097
14880.95238	-0.03107
14925.37313	-0.03097
14970.05988	-0.03118
15015.01502	-0.03111
15060.24096	-0.03090
15105.74018	-0.03074
15151.51515	-0.03072
15197.56839	-0.03069
15243.90244	-0.03051
15290.51988	-0.03025
15337.42331	-0.03019
15384.61538	-0.03008
15432.09877	-0.03011
15479.87616	-0.03003
15527.95031	-0.03005
15576.32399	-0.03016
15625	-0.03023
15673.98119	-0.03038
15723.27044	-0.03045
15772.87066	-0.03048
15822.78481	-0.03055
15873.01587	-0.03073
15923.56688	-0.03081
15974.44089	-0.03078
16025.64103	-0.03062
16077.17042	-0.03061
16129.03226	-0.03066
16181.22977	-0.03065
16233.76623	-0.03064
16286.64495	-0.03062
16339.86928	-0.03070
16393.44262	-0.03080
16447.36842	-0.03065
16501.65017	-0.03060
16556.29139	-0.03068
16611.29568	-0.03056
16666.66667	-0.03067
16722.40803	-0.03074
16778.52349	-0.03063
16835.01684	-0.03071
16891.89189	-0.03067
16949.15254	-0.03047
17006.80272	-0.03045
17064.84642	-0.03051
17123.28767	-0.03053
17182.13058	-0.03058
17241.37931	-0.03066
17301.03806	-0.03054
17361.11111	-0.03046
17421.60279	-0.03031
17482.51748	-0.03047
17543.85965	-0.03043
17605.6338	-0.03034
